Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level
1035,Male,57,San Francisco,Gold,1442.25,13,4.5,False,6,Neutral
1036,Female,34,San Francisco,Gold,1909.2,20,4.6,True,33,Satisfied
1037,Female,42,San Francisco,Gold,1766.91,23,4.4,False,24,Satisfied
1038,Female,31,San Francisco,Silver,1463.0,18,3.8,False,36,Neutral
1039,Male,39,San Francisco,Silver,1253.58,17,4.1,True,19,Satisfied
1040,Male,25,San Francisco,Gold,1862.0,23,5.0,False,10,Satisfied
1041,Male,52,Los Angeles,Gold,1782.46,15,4.0,False,34,Satisfied
1042,Male,45,Los Angeles,Gold,1846.43,21,3.8,False,27,Satisfied
1043,Male,18,Los Angeles,Gold,1665.41,17,4.7,False,5,Neutral
1044,Male,22,Los Angeles,Bronze,1387.25,18,3.9,False,41,Neutral
1045,Female,22,Los Angeles,Gold,1456.49,15,4.0,True,30,Satisfied
1046,Male,47,Los Angeles,Gold,1789.86,21,4.5,False,38,Satisfied
1047,Male,49,Los Angeles,Gold,1913.89,16,4.6,False,20,Satisfied
1048,Female,49,Los Angeles,Silver,1498.16,19,4.6,False,37,Satisfied
1049,Male,29,Los Angeles,Gold,1631.66,12,4.6,True,33,Satisfied
1050,Female,68,Los Angeles,Gold,1770.95,18,3.9,True,30,Satisfied
1051,Male,58,Los Angeles,Silver,1187.23,21,4.6,False,33,Satisfied
1052,Male,53,Los Angeles,Gold,1506.46,20,4.5,False,39,Satisfied
1053,Male,49,Los Angeles,Gold,1604.48,16,4.1,False,27,Satisfied
1054,Male,66,Los Angeles,Silver,1193.68,20,4.2,False,40,Satisfied
1055,Female,26,Los Angeles,Gold,1591.59,15,4.5,False,9,Unsatisfied
1056,Male,38,Los Angeles,Gold,1851.42,18,4.7,True,43,Satisfied
1057,Male,40,Los Angeles,Bronze,1324.08,22,3.9,True,14,Satisfied
1058,Female,24,Los Angeles,Silver,1138.26,19,3.9,False,6,Neutral
1059,Male,25,Los Angeles,Gold,1624.56,12,4.9,True,11,Satisfied
1060,Female,48,Los Angeles,Bronze,1262.4,23,4.5,True,30,Neutral
1061,Male,30,Seattle,Gold,1643.12,21,4.7,False,43,Satisfied
1062,Female,66,Seattle,Silver,898.02,12,4.1,False,36,Satisfied
1063,Female,38,Seattle,Silver,1535.08,16,4.1,False,22,Satisfied
1064,Male,48,Seattle,Gold,1997.5,17,4.5,False,15,Satisfied
1065,Female,55,Seattle,Gold,1673.39,23,4.2,True,40,Unsatisfied
1066,Female,45,Seattle,Gold,1446.64,20,4.1,False,21,Satisfied
1067,Male,45,Seattle,Gold,1562.57,24,4.9,False,22,Satisfied
1068,Male,19,Seattle,Gold,1449.65,13,4.5,True,37,Satisfied
1069,Male,66,Seattle,Silver,1103.72,21,4.3,False,31,Satisfied
1070,Male,52,Seattle,Silver,933.7,16,3.9,False,21,Satisfied
1071,Male,40,Seattle,Silver,1378.29,16,4.7,True,25,Neutral
1072,Male,62,Seattle,Gold,1763.7,12,4.6,False,32,Satisfied
1073,Female,51,Seattle,Gold,1685.73,14,4.4,False,9,Satisfied
1074,Male,65,Seattle,Gold,1688.03,18,4.7,False,6,Neutral
1075,Female,51,Seattle,Silver,1085.41,13,4.6,False,38,Unsatisfied
1076,Female,32,Seattle,Gold,1637.93,18,4.4,False,33,Satisfied
1077,Female,34,Seattle,Gold,1554.95,19,3.9,False,6,Unsatisfied
1078,Female,28,Seattle,Gold,1445.52,20,4.4,False,15,Neutral
1079,Female,21,Seattle,Gold,1607.4,14,4.8,False,36,Neutral
1080,Male,38,Seattle,Gold,1501.36,23,4.2,True,10,Satisfied
1081,Female,63,Boston,Gold,1618.56,21,4.6,True,26,Satisfied
1082,Male,65,Boston,Gold,1436.65,21,4.8,True,39,Neutral
1083,Male,39,Boston,Gold,1541.67,23,4.2,False,30,Satisfied
1084,Male,20,Boston,Gold,1937.12,22,4.4,True,42,Satisfied
1085,Male,54,Boston,Silver,967.6,18,4.2,True,30,Satisfied
1086,Male,37,Boston,Silver,1171.78,21,4.7,False,40,Satisfied
1087,Female,57,Boston,Silver,1142.16,14,4.3,True,30,Satisfied
1088,Male,62,Boston,Silver,1071.24,20,4.1,True,10,Satisfied
1089,Female,28,Boston,Gold,1452.73,19,4.9,True,35,Satisfied
1090,Male,23,Boston,Gold,1638.71,23,4.9,True,34,Unsatisfied
1091,Male,19,Boston,Gold,1734.06,19,4.4,False,9,Neutral
1092,Male,37,Boston,Gold,1704.57,12,4.4,False,18,Satisfied
1093,Male,53,Boston,Gold,1592.39,14,3.9,True,14,Satisfied
1094,Female,30,Boston,Silver,1319.2,15,4.1,False,21,Satisfied
1095,Female,52,Boston,Gold,1609.32,12,4.8,False,18,Satisfied
1096,Female,29,Boston,Bronze,1164.06,12,4.7,False,33,Unsatisfied
1097,Female,47,Boston,Gold,1895.08,16,4.8,False,30,Neutral
1098,Female,42,Boston,Bronze,1455.66,19,4.3,True,42,Satisfied
1099,Male,42,Boston,Silver,1088.75,18,4.4,True,44,Satisfied
1100,Female,20,Boston,Silver,1279.4,19,4.6,True,33,Satisfied
1101,Male,53,Washington DC,Gold,1998.62,20,4.2,True,37,Neutral
1102,Female,22,Washington DC,Gold,1926.06,12,3.9,False,40,Satisfied
1103,Male,46,Washington DC,Gold,1723.92,24,4.1,False,6,Neutral
1104,Female,53,Washington DC,Gold,1829.71,22,4.2,True,14,Satisfied
1105,Male,64,Washington DC,Gold,1572.76,22,4.0,False,22,Satisfied
1106,Female,60,Washington DC,Silver,1492.48,15,4.9,False,41,Satisfied
1107,Female,48,Washington DC,Silver,1264.7,17,3.9,True,26,Satisfied
1108,Male,38,Washington DC,Bronze,958.9,15,3.9,False,44,Satisfied
1109,Male,26,Washington DC,Silver,983.91,20,3.8,True,29,Satisfied
1110,Male,35,Washington DC,Bronze,1261.6,22,4.3,True,28,Unsatisfied
1111,Male,41,Washington DC,Silver,1058.03,24,4.5,False,32,Satisfied
1112,Male,37,Washington DC,Gold,1675.39,15,4.3,True,44,Satisfied
1113,Male,47,Washington DC,Silver,1364.97,22,4.8,True,34,Satisfied
1114,Female,33,Washington DC,Gold,1738.9,13,4.2,False,6,Satisfied
1115,Female,55,Washington DC,Silver,1375.75,15,4.0,False,43,Satisfied
1116,Male,63,Washington DC,Silver,1208.6,12,3.8,True,11,Satisfied
1117,Male,20,Washington DC,Silver,1001.75,22,4.4,False,41,Satisfied
1118,Male,25,Washington DC,Gold,1459.66,19,4.7,False,20,Neutral
1119,Male,31,Washington DC,Gold,1575.89,13,3.8,True,27,Neutral
1120,Male,53,Washington DC,Silver,1290.05,13,4.9,False,24,Satisfied
1121,Male,40,Chicago,Gold,1420.54,15,4.5,True,34,Neutral
1122,Male,69,Chicago,Gold,1984.73,23,4.0,False,27,Neutral
1123,Male,34,Chicago,Silver,1028.07,19,4.6,True,13,Satisfied
1124,Female,43,Chicago,Gold,1715.41,24,4.6,False,10,Neutral
1125,Female,58,Chicago,Bronze,1063.09,12,4.3,False,16,Satisfied
1126,Male,44,Chicago,Gold,1940.01,17,4.7,True,11,Satisfied
1127,Male,45,Chicago,Silver,1379.64,13,4.0,False,40,Neutral
1128,Male,57,Chicago,Silver,1146.04,15,4.7,True,39,Satisfied
1129,Female,39,Chicago,Bronze,1503.27,12,4.1,False,23,Satisfied
1130,Female,62,Chicago,Silver,948.27,20,4.7,True,13,Satisfied
1131,Male,60,Chicago,Gold,1758.97,20,4.1,False,41,Satisfied
1132,Female,51,Chicago,Gold,1461.86,16,3.9,False,21,Unsatisfied
1133,Male,29,Chicago,Bronze,1320.22,19,4.7,False,21,Satisfied
1134,Female,25,Chicago,Silver,1014.77,20,4.6,False,30,Neutral
1135,Male,34,Chicago,Gold,1508.35,16,4.4,True,19,Neutral
1136,Female,25,Chicago,Silver,1519.74,18,4.8,False,43,Satisfied
1137,Male,34,Chicago,Gold,1790.1,19,4.1,True,38,Satisfied
1138,Female,40,Chicago,Bronze,862.74,19,4.4,False,29,Satisfied
1139,Male,59,Chicago,Silver,1453.67,13,3.8,False,34,Satisfied
1140,Female,49,Chicago,Gold,1959.55,22,5.0,True,33,Satisfied
1141,Female,61,San Jose,Gold,1990.45,21,3.9,True,24,Satisfied
1142,Male,62,San Jose,Silver,1088.24,13,4.2,True,29,Satisfied
1143,Male,26,San Jose,Gold,1465.68,20,4.6,True,41,Unsatisfied
1144,Female,56,San Jose,Silver,1455.38,19,4.4,False,29,Satisfied
1145,Female,37,San Jose,Silver,1426.48,17,4.5,False,14,Satisfied
1146,Male,66,San Jose,Gold,1974.36,19,4.2,True,27,Satisfied
1147,Female,66,San Jose,Bronze,966.94,21,4.4,False,21,Unsatisfied
1148,Female,30,San Jose,Gold,1534.29,20,4.5,False,38,Neutral
1149,Male,45,San Jose,Gold,1686.01,14,4.9,False,13,Satisfied
1150,Male,51,San Jose,Gold,1645.07,17,4.1,False,30,Unsatisfied
1151,Female,30,San Jose,Silver,1466.14,24,4.8,False,36,Unsatisfied
1152,Male,57,San Jose,Silver,1314.61,22,4.8,False,28,Unsatisfied
1153,Male,65,San Jose,Silver,1335.85,22,4.1,False,40,Neutral
1154,Male,22,San Jose,Silver,1456.61,21,4.4,False,14,Neutral
1155,Male,48,San Jose,Silver,840.78,13,4.8,False,43,Satisfied
1156,Male,66,San Jose,Gold,1735.91,19,4.1,False,28,Satisfied
1157,Male,47,San Jose,Silver,852.9,20,5.0,True,19,Satisfied
1158,Female,37,San Jose,Bronze,1460.37,13,4.9,True,16,Satisfied
1159,Male,39,San Jose,Gold,1772.55,22,4.8,False,33,Satisfied
1160,Female,29,San Jose,Gold,1414.75,22,4.8,True,36,Neutral
1161,Female,51,Austin,Silver,1031.54,24,4.9,True,43,Neutral
1162,Male,69,Austin,Silver,1427.96,15,4.6,True,21,Neutral
1163,Male,38,Austin,Bronze,1673.14,16,4.6,True,9,Satisfied
1164,Female,55,Austin,Bronze,1020.76,24,4.0,False,28,Satisfied
1165,Female,44,Austin,Gold,1980.92,20,4.8,False,19,Neutral
1166,Male,20,Austin,Gold,1878.08,23,3.8,False,7,Satisfied
1167,Female,31,Austin,Gold,1759.0,23,4.1,False,26,Satisfied
1168,Female,25,Austin,Silver,1057.25,24,4.0,False,34,Satisfied
1169,Male,55,Austin,Gold,1575.0,24,4.7,False,12,Satisfied
1170,Male,34,Austin,Silver,911.95,17,4.5,False,14,Neutral
1171,Male,19,Austin,Silver,1213.97,20,4.2,True,30,Unsatisfied
1172,Male,43,Austin,Gold,1813.68,13,4.8,True,44,Satisfied
1173,Female,26,Austin,Silver,1495.35,18,4.5,True,16,Neutral
1174,Female,37,Austin,Bronze,1125.87,22,4.4,False,20,Neutral
1175,Female,20,Austin,Silver,868.53,23,4.7,True,16,Neutral
1176,Male,68,Austin,Gold,1531.53,18,4.4,False,33,Satisfied
1177,Male,61,Austin,Silver,1228.75,13,4.6,True,7,Neutral
1178,Male,46,Austin,Gold,1651.04,12,4.8,True,25,Satisfied
1179,Female,54,Austin,Silver,1082.15,23,4.7,False,36,Neutral
1180,Female,53,Austin,Silver,1451.4,13,4.8,False,16,Satisfied
1181,Male,32,Denver,Gold,1541.48,21,4.7,False,27,Satisfied
1182,Female,54,Denver,Silver,1438.07,24,4.3,True,18,Satisfied
1183,Female,56,Denver,Silver,954.47,22,4.2,True,39,Satisfied
1184,Female,29,Denver,Silver,931.61,24,4.1,True,14,Satisfied
1185,Female,46,Denver,Gold,1602.2,20,4.3,True,16,Satisfied
1186,Female,45,Denver,Silver,865.67,16,4.2,False,32,Satisfied
1187,Male,37,Denver,Bronze,1058.96,13,3.9,True,30,Satisfied
1188,Female,54,Denver,Gold,1960.33,16,3.9,False,16,Satisfied
1189,Female,60,Denver,Gold,1410.43,20,4.6,False,35,Unsatisfied
1190,Male,61,Denver,Gold,1719.35,18,3.8,True,20,Satisfied
1191,Female,67,Denver,Bronze,980.82,18,4.6,True,9,Neutral
1192,Male,43,Denver,Bronze,1159.32,13,4.1,False,44,Satisfied
1193,Male,63,Denver,Silver,1483.07,12,4.1,False,9,Satisfied
1194,Female,67,Denver,Silver,1263.47,20,4.8,False,17,Satisfied
1195,Male,28,Denver,Silver,1454.96,24,4.7,False,23,Satisfied
1196,Male,40,Denver,Silver,1144.91,22,4.3,True,11,Neutral
1197,Female,24,Denver,Gold,1738.06,14,4.3,True,36,Satisfied
1198,Female,28,Denver,Gold,1762.07,21,4.7,False,25,Satisfied
1199,Female,45,Denver,Bronze,824.62,21,3.9,True,41,Satisfied
1200,Male,65,Denver,Gold,1729.65,13,4.7,False,25,Satisfied
1201,Male,32,Miami,Gold,1546.09,22,4.3,True,17,Satisfied
1202,Male,21,Miami,Gold,1554.07,15,4.6,False,32,Satisfied
1203,Female,47,Miami,Silver,1341.31,12,5.0,False,34,Satisfied
1204,Female,56,Miami,Gold,1715.1,18,4.2,False,40,Neutral
1205,Female,18,Miami,Gold,1624.11,24,4.6,False,26,Satisfied
1206,Male,43,Miami,Silver,988.43,21,4.0,True,12,Neutral
1207,Male,54,Miami,Silver,1051.44,19,4.8,True,14,Satisfied
1208,Female,50,Miami,Silver,1136.76,16,4.0,False,38,Neutral
1209,Female,65,Miami,Gold,1587.36,14,4.5,False,14,Satisfied
1210,Male,42,Miami,Gold,1992.67,14,4.5,False,43,Neutral
1211,Female,63,Miami,Silver,912.88,21,4.2,False,40,Satisfied
1212,Male,26,Miami,Gold,1594.02,22,4.2,False,17,Neutral
1213,Male,61,Miami,Silver,1003.6,16,4.1,False,7,Satisfied
1214,Male,39,Miami,Silver,1308.64,18,4.3,True,39,Satisfied
1215,Female,39,Miami,Silver,1233.61,15,5.0,False,20,Satisfied
1216,Male,33,Miami,Gold,1400.74,23,5.0,False,34,Satisfied
1217,Female,22,Miami,Gold,1842.31,19,4.4,False,25,Satisfied
1218,Female,56,Miami,Gold,1918.81,16,4.8,False,38,Satisfied
1219,Male,67,Miami,Gold,1605.0,20,3.9,False,13,Satisfied
1220,Female,40,Miami,Silver,1499.67,13,4.4,False,19,Neutral
1221,Female,29,San Diego,Bronze,1693.37,21,4.4,False,34,Neutral
1222,Female,20,San Diego,Bronze,1558.43,15,4.8,True,39,Neutral
1223,Female,31,San Diego,Gold,1985.37,21,4.8,True,37,Neutral
1224,Female,33,San Diego,Bronze,1534.22,24,4.2,False,10,Satisfied
1225,Female,38,San Diego,Gold,1415.49,20,4.1,True,16,Satisfied
1226,Male,48,San Diego,Bronze,1285.9,13,4.1,False,36,Satisfied
1227,Female,40,San Diego,Gold,1491.21,14,4.5,True,29,Neutral
1228,Male,48,San Diego,Gold,1817.02,20,4.3,True,25,Unsatisfied
1229,Male,24,San Diego,Gold,1815.3,23,4.5,False,44,Satisfied
1230,Female,46,San Diego,Silver,1276.73,23,4.8,False,41,Neutral
1231,Male,52,San Diego,Bronze,1153.05,23,4.4,True,26,Satisfied
1232,Female,44,San Diego,Bronze,1201.84,17,4.1,False,43,Satisfied
1233,Female,67,San Diego,Silver,1280.51,16,4.8,False,40,Satisfied
1234,Male,38,San Diego,Gold,1906.61,18,4.0,True,38,Satisfied
1235,Female,52,San Diego,Gold,1625.53,15,4.8,True,17,Neutral
1236,Female,26,San Diego,Gold,1965.7,13,4.3,True,14,Satisfied
1237,Female,38,San Diego,Bronze,1592.13,18,4.6,False,12,Satisfied
1238,Male,41,San Diego,Gold,1929.48,16,4.7,False,41,Neutral
1239,Male,60,San Diego,Gold,1795.42,14,3.9,True,9,Satisfied
1240,Male,63,San Diego,Silver,1534.11,15,4.7,False,32,Satisfied
1241,Male,47,Portland,Gold,1898.32,19,4.1,True,36,Satisfied
1242,Female,57,Portland,Silver,1277.26,13,4.6,True,40,Neutral
1243,Male,42,Portland,Silver,1211.21,13,4.2,True,31,Neutral
1244,Male,49,Portland,Bronze,1518.15,23,4.0,True,21,Neutral
1245,Male,57,Portland,Bronze,1214.79,23,4.3,True,34,Satisfied
1246,Male,63,Portland,Bronze,812.21,16,4.1,False,43,Neutral
1247,Female,38,Portland,Silver,1368.53,16,5.0,False,11,Unsatisfied
1248,Female,39,Portland,Gold,1851.91,20,4.9,True,22,Satisfied
1249,Female,44,Portland,Gold,1979.08,14,4.0,True,26,Neutral
1250,Female,20,Portland,Silver,1048.28,14,4.0,True,29,Satisfied
1251,Female,33,Portland,Silver,1408.23,23,4.7,False,44,Satisfied
1252,Female,60,Portland,Gold,1586.56,16,4.7,False,31,Neutral
1253,Male,69,Portland,Silver,1206.91,21,4.7,True,21,Satisfied
1254,Male,37,Portland,Gold,1596.16,14,4.8,False,23,Neutral
1255,Male,21,Portland,Bronze,1493.19,19,4.1,True,42,Satisfied
1256,Male,27,Portland,Gold,1771.75,15,4.0,True,21,Neutral
1257,Female,20,Portland,Silver,885.4,21,4.5,False,28,Satisfied
1258,Male,36,Portland,Silver,1188.78,14,3.9,True,34,Neutral
1259,Female,36,Portland,Bronze,1222.59,15,3.9,False,37,Satisfied
1260,Male,45,Portland,Gold,1841.4,22,4.7,True,37,Satisfied
1261,Female,64,Nashville,Gold,1471.0,17,5.0,False,43,Neutral
1262,Male,69,Nashville,Silver,1093.56,13,4.0,False,34,Satisfied
1263,Male,62,Nashville,Silver,1387.81,14,4.1,True,9,Satisfied
1264,Male,38,Nashville,Silver,1160.73,16,4.6,False,43,Satisfied
1265,Female,53,Nashville,Bronze,1534.89,17,4.1,True,35,Unsatisfied
1266,Male,47,Nashville,Bronze,1071.44,21,4.1,True,39,Satisfied
1267,Female,33,Nashville,Gold,1622.72,21,4.8,True,13,Neutral
1268,Female,35,Nashville,Gold,1943.86,20,4.2,True,31,Satisfied
1269,Female,49,Nashville,Gold,1798.27,15,4.0,False,25,Neutral
1270,Female,31,Nashville,Gold,1838.49,21,5.0,True,27,Satisfied
1271,Male,68,Nashville,Gold,1983.2,23,4.2,True,8,Satisfied
1272,Female,50,Nashville,Gold,1714.03,24,4.1,True,43,Satisfied
1273,Female,63,Nashville,Silver,1160.81,12,4.3,True,26,Satisfied
1274,Female,33,Nashville,Silver,1128.24,24,4.7,True,44,Neutral
1275,Male,68,Nashville,Gold,1871.77,18,4.8,False,8,Satisfied
1276,Female,57,Nashville,Silver,1454.48,17,4.0,True,44,Satisfied
1277,Male,19,Nashville,Bronze,862.6,14,4.9,False,39,Neutral
1278,Male,67,Nashville,Gold,1456.04,16,5.0,True,14,Neutral
1279,Male,53,Nashville,Gold,1565.87,19,4.8,True,44,Satisfied
1280,Female,29,Nashville,Silver,956.22,14,4.2,False,44,Satisfied
1281,Male,25,Atlanta,Silver,1465.79,23,4.8,True,34,Satisfied
1282,Female,26,Atlanta,Silver,1402.52,18,5.0,True,25,Satisfied
1283,Female,55,Atlanta,Silver,1525.85,22,4.0,True,29,Satisfied
1284,Female,51,Atlanta,Gold,1525.85,16,5.0,True,13,Satisfied
1285,Male,61,Atlanta,Silver,1531.65,13,4.8,False,25,Satisfied
1286,Female,45,Atlanta,Gold,1715.26,16,3.9,True,37,Neutral
1287,Male,68,Atlanta,Gold,1670.21,21,4.5,True,26,Satisfied
1288,Female,32,Atlanta,Silver,1017.78,12,4.0,False,6,Neutral
1289,Male,56,Atlanta,Gold,1500.28,15,4.1,False,27,Satisfied
1290,Female,42,Atlanta,Gold,1529.32,16,3.8,True,18,Satisfied
1291,Male,52,Atlanta,Bronze,856.73,13,4.6,False,31,Satisfied
1292,Female,63,Atlanta,Silver,1162.25,15,4.3,True,23,Satisfied
1293,Female,66,Atlanta,Bronze,840.34,19,3.8,False,26,Satisfied
1294,Male,20,Atlanta,Bronze,1523.8,20,4.8,False,18,Satisfied
1295,Male,36,Atlanta,Silver,1450.93,19,4.6,False,44,Satisfied
1296,Male,69,Atlanta,Gold,1580.76,22,3.9,True,18,Satisfied
1297,Female,45,Atlanta,Silver,1436.58,20,4.2,True,20,Satisfied
1298,Female,29,Atlanta,Gold,1749.68,13,4.5,False,24,Neutral
1299,Male,26,Atlanta,Gold,1945.78,15,4.8,True,36,Satisfied
1300,Male,57,Atlanta,Silver,1061.86,23,4.4,True,23,Satisfied
1301,Female,38,Houston,Bronze,703.03,10,4.3,False,64,Neutral
1302,Female,29,Houston,Silver,675.07,12,3.6,True,36,Satisfied
1303,Male,55,Houston,Silver,508.37,15,3.2,True,15,Neutral
1304,Female,59,Houston,Gold,1189.75,7,4.1,False,57,Satisfied
1305,Male,55,Houston,Gold,1147.49,7,3.5,True,42,Satisfied
1306,Male,59,Houston,Silver,597.4,15,3.8,True,50,Unsatisfied
1307,Male,56,Houston,Bronze,675.89,13,3.9,False,28,Neutral
1308,Male,18,Houston,Silver,635.95,9,3.8,False,62,Unsatisfied
1309,Male,62,Houston,Gold,1098.63,16,4.2,False,55,Neutral
1310,Male,66,Houston,Gold,1057.37,8,3.6,False,42,Satisfied
1311,Male,64,Houston,Silver,647.58,10,4.5,True,60,Satisfied
1312,Male,46,Houston,Silver,751.47,8,4.4,False,23,Unsatisfied
1313,Male,56,Houston,Silver,829.48,10,4.1,False,38,Unsatisfied
1314,Female,19,Houston,Gold,844.21,9,3.8,True,24,Neutral
1315,Male,48,Houston,Gold,1007.98,14,4.1,False,63,Satisfied
1316,Male,26,Houston,Bronze,547.03,16,4.0,True,41,Neutral
1317,Male,58,Houston,Bronze,606.87,14,4.4,True,63,Unsatisfied
1318,Male,51,Houston,Silver,546.74,11,4.1,True,10,Neutral
1319,Male,27,Houston,Silver,738.33,9,3.7,True,20,Satisfied
1320,Male,25,Houston,Silver,625.84,10,4.0,False,40,Neutral
1321,Male,47,Dallas,Silver,491.01,17,3.9,True,35,Satisfied
1322,Female,44,Dallas,Gold,897.61,8,3.6,True,62,Satisfied
1323,Male,54,Dallas,Gold,1184.13,11,3.9,True,27,Unsatisfied
1324,Male,64,Dallas,Bronze,472.76,7,3.7,True,13,Unsatisfied
1325,Male,51,Dallas,Bronze,480.8,11,4.4,True,51,Neutral
1326,Female,66,Dallas,Bronze,643.57,11,4.6,False,60,Neutral
1327,Male,52,Dallas,Gold,894.19,8,3.9,True,26,Neutral
1328,Female,41,Dallas,Silver,728.26,11,4.2,True,14,Satisfied
1329,Male,44,Dallas,Silver,843.78,17,3.7,False,63,Neutral
1330,Female,22,Dallas,Gold,1125.92,10,3.9,True,15,Neutral
1331,Female,61,Dallas,Gold,1014.03,12,4.0,True,47,Neutral
1332,Male,32,Dallas,Silver,722.3,15,3.7,False,62,Neutral
1333,Male,64,Dallas,Bronze,766.97,10,4.3,False,18,Neutral
1334,Male,66,Dallas,Gold,947.44,14,3.3,False,14,Satisfied
1335,Male,33,Dallas,Silver,785.04,12,4.2,False,63,Neutral
1336,Male,33,Dallas,Silver,807.92,15,3.6,True,39,Neutral
1337,Female,43,Dallas,Gold,1138.25,13,3.2,True,45,Unsatisfied
1338,Male,30,Dallas,Bronze,761.65,11,4.4,False,10,Neutral
1339,Female,40,Dallas,Bronze,634.06,10,3.8,True,44,Neutral
1340,Male,62,Dallas,Silver,759.1,9,3.9,True,49,Neutral
1341,Female,33,Phoenix,Gold,1012.17,8,3.3,True,56,Unsatisfied
1342,Male,25,Phoenix,Gold,945.31,14,3.8,False,38,Unsatisfied
1343,Male,58,Phoenix,Silver,567.71,11,3.5,True,34,Unsatisfied
1344,Male,49,Phoenix,Gold,1001.77,16,4.4,False,29,Unsatisfied
1345,Female,63,Phoenix,Silver,809.01,14,3.6,False,13,Satisfied
1346,Female,29,Phoenix,Gold,1018.81,8,3.4,False,20,Neutral
1347,Male,48,Phoenix,Gold,908.05,16,4.2,False,26,Neutral
1348,Male,23,Phoenix,Gold,928.86,15,3.3,False,10,Unsatisfied
1349,Female,61,Phoenix,Gold,1045.85,8,4.4,True,58,Neutral
1350,Male,54,Phoenix,Silver,526.41,13,3.9,True,36,Unsatisfied
1351,Male,40,Phoenix,Bronze,522.03,17,4.1,False,53,Neutral
1352,Male,47,Phoenix,Gold,936.83,10,4.3,False,51,Neutral
1353,Male,45,Phoenix,Gold,1151.7,9,3.8,True,23,Neutral
1354,Male,58,Phoenix,Bronze,489.29,11,4.4,False,25,Satisfied
1355,Female,39,Phoenix,Silver,566.3,13,4.1,True,33,Unsatisfied
1356,Male,45,Phoenix,Bronze,867.8,11,4.2,False,10,Satisfied
1357,Male,30,Phoenix,Bronze,427.88,12,4.3,False,56,Satisfied
1358,Male,55,Phoenix,Bronze,561.93,12,4.2,False,44,Satisfied
1359,Male,29,Phoenix,Silver,718.05,14,4.2,False,35,Neutral
1360,Female,33,Phoenix,Silver,789.17,14,3.4,False,63,Satisfied
1361,Female,58,Minneapolis,Gold,883.27,12,3.8,True,34,Neutral
1362,Female,29,Minneapolis,Bronze,400.65,17,4.1,False,45,Neutral
1363,Male,25,Minneapolis,Bronze,775.94,15,3.6,True,13,Satisfied
1364,Male,51,Minneapolis,Bronze,689.58,13,4.1,False,49,Neutral
1365,Female,37,Minneapolis,Bronze,661.35,12,3.7,True,53,Neutral
1366,Male,27,Minneapolis,Silver,606.06,9,3.4,False,49,Unsatisfied
